season,team,position,full_name,birth_date,years_exp,college
2017,NYG,DB,Landon Collins,1994-01-10,2.0,Alabama
2017,JAX,OL,Jeremiah Poutasi,1994-08-07,2.0,Utah
2017,OAK,DL,Mario Edwards,1994-01-25,2.0,Florida State
2017,TEN,QB,Marcus Mariota,1993-10-30,2.0,Oregon
2017,IND,DL,Henry Anderson,1991-08-03,2.0,Stanford
2017,TEN,DB,D'Joun Smith,,2.0,Florida Atlantic
2017,SEA,OL,Isaiah Battle,1993-02-10,2.0,Clemson
2017,TB,DB,Jude Adjei-Barimah,1992-07-21,2.0,Bowling Green State
2017,LAC,DB,Trovon Reed,1990-12-30,2.0,Auburn
2017,CLE,OL,Kitt O'Brien,1990-04-29,2.0,Ball State
2017,MIN,RB,Bronson Hill,1993-01-02,2.0,Eastern Michigan
2017,KC,TE,Ross Travis,1993-01-09,2.0,Penn State
2017,OAK,DB,Erik Harris,1990-04-02,1.0,"California, Pa."
2017,LAC,DB,Dexter McCoil,1991-09-05,1.0,Tulsa
2017,GB,LB,Derrick Mathews,1992-09-25,2.0,Houston
2017,MIN,OL,Cornelius Edison,1993-07-10,2.0,Portland State
2017,SEA,WR,Jamel Johnson,,2.0,Alabama State
2017,PHI,DB,Aaron Grymes,,2.0,Idaho
2017,ATL,WR,Anthony Dable,,1.0,No College
2017,NO,WR,Xavier Rush,,1.0,Tulane
2017,MIN,WR,Moritz Boehringer,1993-10-16,1.0,No College
2017,IND,DB,Andrew Williamson,,1.0,Vanderbilt
2017,TB,DL,Sterling Bailey,1992-09-13,1.0,Georgia
2017,ATL,TE,Darion Griswold,,1.0,Arkansas State
2017,HOU,WR,Marcus Leak,,1.0,Maryland
2017,WAS,DB,Stefan McClure,1993-01-31,1.0,California
2017,TEN,WR,Mekale McKay,1993-08-04,1.0,Cincinnati
2017,IND,DB,Chris Milton,1992-09-15,1.0,Georgia Tech
2017,BUF,OL,Adam Redmond,1993-05-19,1.0,Harvard
2017,IND,WR,Chester Rogers,1994-01-12,1.0,Grambling
2017,JAX,WR,Tevaun Smith,1993-01-30,1.0,Iowa
2017,WAS,LB,Ron Thompson,,1.0,Syracuse
2017,WAS,WR,Maurice Harris,1992-11-11,1.0,California
2017,NE,WR,DeMarcus Ayers,1994-07-07,1.0,Houston
2017,PIT,LB,Tyler Matakevich,1992-12-22,1.0,Temple
2017,WAS,DL,Anthony Lanier,1993-05-08,1.0,Alabama A&M
2017,WAS,RB,Rob Kelley,1992-10-03,1.0,Tulane
2017,IND,WR,Valdez Showers,,1.0,Florida
2017,WAS,OL,Kevin Bowen,1993-07-03,1.0,East Central (OK)
2017,GB,RB,Joe Kerridge,1992-09-17,1.0,Michigan
2017,IND,RB,Josh Ferguson,1993-05-23,1.0,Illinois
2017,SF,DL,DeForest Buckner,1994-03-17,1.0,Oregon
2017,NYG,DB,Eli Apple,1995-08-09,1.0,Ohio State
2017,MIA,OL,Laremy Tunsil,1994-08-02,1.0,Mississippi
2017,DET,OL,Taylor Decker,1993-08-23,1.0,Ohio State
2017,ATL,DB,Keanu Neal,1995-07-26,1.0,Florida
2017,IND,OL,Ryan Kelly,1993-05-30,1.0,Alabama
2017,SEA,OL,Germain Ifedi,1994-06-02,1.0,Texas A&amp;M
2017,NYG,WR,Sterling Shepard,1993-02-10,1.0,Oklahoma
2017,BAL,LB,Kamalei Correa,1994-04-27,1.0,Boise State
2017,SEA,DL,Jarran Reed,1992-12-16,1.0,Alabama
2017,ATL,LB,Deion Jones,1994-11-04,1.0,Louisiana State
2017,MIN,DB,Mackensie Alexander,1993-11-12,1.0,Clemson
2017,NE,DB,Cyrus Jones,1993-11-29,1.0,Alabama
2017,NE,OL,Joe Thuney,1992-11-18,1.0,North Carolina State
2017,ATL,TE,Austin Hooper,1994-10-29,1.0,Stanford
2017,SEA,RB,C.J. Prosise,1994-05-20,1.0,Notre Dame
2017,SEA,TE,Nick Vannett,1993-03-06,1.0,Ohio State
2017,DET,OL,Graham Glasgow,1992-08-19,1.0,Michigan
2017,NE,DL,Vincent Valentine,1994-02-23,1.0,Nebraska
2017,SEA,OL,Rees Odhiambo,1992-09-23,1.0,Boise State
2017,BAL,WR,Chris Moore,1993-06-16,1.0,Cincinnati
2017,DET,DB,Miles Killebrew,1993-05-10,1.0,Southern Utah
2017,NE,WR,Malcolm Mitchell,1992-07-20,1.0,Georgia
2017,ATL,LB,De'Vondre Campbell,1993-07-01,1.0,Minnesota
2017,IND,DL,Hassan Ridgeway,1994-11-02,1.0,Texas
2017,NYJ,DB,Juston Burris,1993-08-04,1.0,North Carolina State
2017,HOU,RB,Tyler Ervin,1993-10-07,1.0,San Jose State
2017,MIN,OL,Willie Beavers,1993-10-02,1.0,Western Michigan
2017,IND,LB,Antonio Morrison,1994-12-06,1.0,Florida
2017,BAL,OL,Alex Lewis,1992-04-21,1.0,Nebraska
2017,GB,LB,Blake Martinez,1994-01-09,1.0,Stanford
2017,BAL,DL,Willie Henry,1994-03-20,1.0,Michigan
2017,SF,DB,Rashard Robinson,1995-07-23,1.0,Louisiana State
2017,BAL,RB,Kenneth Dixon,1994-01-21,1.0,Louisiana Tech
2017,GB,DL,Dean Lowry,1994-06-09,1.0,Northwestern
2017,SF,DL,Ronald Blair,1993-01-21,1.0,Appalachian State
2017,CAR,OL,John Theus,1994-01-19,1.0,Georgia
2017,BAL,LB,Matt Judon,1992-08-15,1.0,Grand Valley State
2017,LA,DL,Quinton Jefferson,1993-03-31,1.0,Maryland
2017,NYG,RB,Paul Perkins,1994-11-16,1.0,UCLA
2017,DET,OL,Joe Dahl,1993-04-09,1.0,Washington State
2017,IND,OL,Joe Haeg,1993-03-11,1.0,North Dakota State
2017,NYJ,OL,Brandon Shell,1992-02-06,1.0,South Carolina
2017,ARI,DB,K.J. Dillon,1993-05-11,1.0,West Virginia
2017,MIN,LB,Kentrell Brothers,1993-02-08,1.0,Missouri
2017,GB,WR,Trevor Davis,1993-07-04,1.0,California
2017,HOU,DL,D.J. Reader,1994-07-01,1.0,Clemson
2017,MIN,LB,Antwione Williams,1993-05-26,1.0,Georgia Southern
2017,BAL,RB,Alex Collins,1994-08-26,1.0,Arkansas
2017,IND,OL,Fahn Cooper,,1.0,Mississippi
2017,CLE,DL,Tyrone Holmes,1993-09-10,1.0,Montana
2017,NYG,TE,Jerell Adams,1992-12-31,1.0,South Carolina
2017,MIN,TE,David Morgan,1993-05-19,1.0,Texas-San Antonio
2017,DET,QB,Jake Rudock,1993-01-21,1.0,Michigan
2017,ATL,OL,Wes Schweitzer,1993-09-11,1.0,San Jose State
2017,GB,OL,Kyle Murphy,1993-12-11,1.0,Stanford
2017,LA,QB,Brandon Allen,1992-09-05,1.0,Arkansas
2017,DET,DL,Anthony Zettel,1992-08-09,1.0,Penn State
2017,CIN,QB,Jeff Driskel,1993-04-23,1.0,Louisiana Tech
2017,PHI,LB,Kamu Grugier-Hill,1994-05-16,1.0,Eastern Illinois
2017,BAL,DB,Maurice Canady,1994-05-26,1.0,Virginia
2017,ATL,RB,Kelvin Taylor,,1.0,Florida
2017,SF,WR,Aaron Burbridge,1993-12-23,1.0,Michigan State
2017,NE,LB,Elandon Roberts,1994-04-22,1.0,Houston
2017,SEA,OL,Joey Hunt,1994-02-22,1.0,Texas Christian
2017,NE,OL,Ted Karras,1993-03-15,1.0,Illinois
2017,MIA,QB,Brandon Doughty,1991-10-06,1.0,Western Kentucky
2017,IND,WR,Devin Lucien,1993-06-26,1.0,Arizona State
2017,MIN,DL,Stephen Weatherly,1994-03-19,1.0,Vanderbilt
2017,NYJ,P,Lac Edwards,1992-04-27,1.0,Sam Houston State
2017,DET,RB,Dwayne Washington,1994-04-24,1.0,Washington
2017,ATL,WR,Devin Fuller,1994-01-29,1.0,UCLA
2017,NYG,LB,Trevor Bates,1993-08-28,1.0,Maine
2017,SEA,WR,Kenny Lawler,1994-06-25,1.0,California
2017,MIN,DB,Jayron Kearse,1994-02-11,1.0,Clemson
2017,LA,OL,Austin Blythe,1992-06-16,1.0,Iowa
2017,SF,DB,Prince Charles Iworah,1993-03-11,1.0,Western Kentucky
2017,LA,OL,Aaron Neary,1992-11-15,1.0,Eastern Washington
2017,SEA,QB,Trevone Boykin,1993-08-22,1.0,Texas Christian
2017,DEN,DL,Kyle Peko,1993-07-23,1.0,Oregon State
2017,NYG,WR,Kalif Raymond,1994-08-08,1.0,Holy Cross
2017,SEA,DB,DeAndre Elliott,1992-11-21,1.0,Colorado State
2017,SEA,OL,George Fant,1992-07-19,1.0,Western Kentucky
2017,SEA,LB,Christian French,1992-08-18,1.0,Oregon
2017,DET,LB,Steve Longa,1994-09-29,1.0,Rutgers
2017,SEA,RB,Tre Madden,1993-08-16,1.0,USC
2017,SEA,WR,Tanner McEvoy,1993-01-26,1.0,Wisconsin
2017,SF,DB,Tyvis Powell,1994-02-16,1.0,Ohio State
2017,BUF,DL,Eddie Yarbrough,1993-04-24,1.0,Wyoming
2017,ARI,DL,Vontarrius Dora,1992-09-07,1.0,Louisiana Tech
2017,PIT,LS,Kameron Canaday,1992-08-20,1.0,Portland State
2017,CAR,WR,Mose Frazier,1993-08-30,1.0,Memphis
2017,ARI,DL,Bryson Albright,1994-03-15,1.0,Miami (Ohio)
2017,DAL,OL,Clay DeBord,,1.0,Eastern Washington
2017,IND,DB,Matthias Farley,1992-07-15,1.0,Notre Dame
2017,BUF,LS,Reid Ferguson,1994-03-24,1.0,Louisiana State
2017,KC,DB,Trevon Hartfield,1991-11-17,1.0,Southwestern Oklahoma State
2017,NE,RB,Glenn Gronkowski,,1.0,Kansas State
2017,DAL,LB,Lamar Louis,,1.0,LSU
2017,ARI,DL,Givens Price,1994-10-03,1.0,Nebraska
2017,TB,OL,Marquis Lucas,1993-03-25,1.0,West Virginia
2017,DET,TE,Hakeem Valles,1992-11-23,1.0,Monmouth (N.J.)
2017,GB,DL,Calvin Heurtelou,,1.0,Miami (Fla.)
2017,ARI,DB,Ronald Zamort,1991-11-10,1.0,Western Michigan
2017,GB,DL,Shaneil Jenkins,,1.0,Shepherd
2017,LAC,TE,Braedon Bowman,1994-01-30,1.0,South Alabama
2017,CLE,DB,Briean Boddy-Calhoun,1993-01-21,1.0,Minnesota
2017,NO,DL,Justin Zimmer,1992-10-23,1.0,Ferris State
2017,MIN,OL,Rashod Hill,1992-01-12,1.0,Southern Mississippi
2017,PIT,DB,Mike Hilton,1994-03-09,1.0,Mississippi
2017,IND,TE,Henry Krieger-Coble,1992-06-12,1.0,Iowa
2017,JAX,WR,Jamal Robinson,,1.0,Louisiana-Lafayette
2017,JAX,DB,Jarrod Wilson,1994-02-09,1.0,Michigan
2017,ARI,DL,David Moala,,1.0,Utah State
2017,TB,OL,Justin Murray,1993-04-19,1.0,Cincinnati
2017,PIT,DL,Johnny Maxey,1993-10-19,1.0,Mars Hill
2017,CIN,P,Will Monday,,1.0,Duke
2017,DET,DL,Giorgio Newberry,,1.0,Florida State
2017,NYG,WR,Canaan Severin,1993-03-16,1.0,Virginia
2017,CIN,DL,Ryan Brown,,1.0,Mississippi State
2017,CIN,RB,Tra Carson,1992-10-24,1.0,Texas A&M
2017,CIN,DL,David Dean,,1.0,Virginia
2017,CIN,WR,Alex Erickson,1992-11-06,1.0,Wisconsin
2017,CLE,DB,Darius Hillary,1993-04-05,1.0,Wisconsin
2017,CIN,OL,Alex Redmond,1995-01-18,1.0,UCLA
2017,ARI,WR,Alonzo Russell,1992-09-29,1.0,Toledo
2017,DET,DB,Adairius Barnes,1994-04-30,1.0,Louisiana Tech
2017,DET,WR,Jace Billingsley,1993-05-17,1.0,Eastern Oregon
2017,NE,OL,Chase Farris,1993-04-08,1.0,Ohio State
2017,DET,DB,Charles Washington,1993-03-10,1.0,Fresno State
2017,DET,TE,Cole Wick,1993-11-30,1.0,Incarnate Word
2017,BAL,OL,Jarell Broxton,,1.0,Baylor
2017,CLE,DL,Trevon Coley,1994-07-13,1.0,Florida Atlantic
2017,IND,OL,Anthony Fabiano,1993-07-13,1.0,Harvard
2017,NO,K,Wil Lutz,1994-07-07,1.0,Georgia State
2017,BAL,OL,Stephane Nembot,1991-12-07,1.0,Colorado
2017,TEN,LB,Victor Ochi,1993-10-02,1.0,Stony Brook
2017,BAL,LB,Patrick Onwuasor,1992-08-22,1.0,Portland State
2017,BAL,DL,Michael Pierce,1992-11-06,1.0,Samford
2017,BAL,OL,Matt Skura,1993-02-17,1.0,Duke
2017,ARI,RB,D.J. Foster,1993-11-22,1.0,Arizona State
2017,NO,DL,Woodrow Hamilton,1992-12-20,1.0,Mississippi
2017,NE,DB,Jonathan Jones,1993-09-20,1.0,Auburn
2017,CHI,DB,Cre'von LeBlanc,1994-07-25,1.0,Florida Atlantic
2017,DEN,TE,Steven Scheu,,1.0,Vanderbilt
2017,CAR,TE,Bryce Williams,,1.0,East Carolina
2017,WAS,K,Nick Rose,1994-05-05,1.0,Texas
2017,ATL,DB,Sharrod Neasman,1991-10-14,1.0,Florida Atlantic
2017,CLE,RB,Brandon Wilds,1993-07-22,1.0,South Carolina
2017,ATL,DB,Brian Poole,1992-10-20,1.0,Florida
2017,CAR,DB,Devonte Johnson,,1.0,Weber State
2017,ATL,TE,Josh Perkins,1993-08-05,1.0,Washington
2017,SEA,RB,J.D. McKissic,1993-08-15,1.0,Arkansas State
2017,MIN,TE,Kyle Carter,1992-12-17,1.0,Penn State
2017,ATL,RB,Jhurrell Pressley,1992-05-20,1.0,New Mexico
2017,KC,QB,Joel Stave,1992-05-16,1.0,Wisconsin
2017,TEN,LS,Ryan DiSalvo,1994-01-20,1.0,San Jose State
2017,CIN,K,Marshall Koehn,1992-08-29,1.0,Iowa
2017,BUF,DB,Lafayette Pitts,1992-09-24,1.0,Pittsburgh
2017,LAC,DB,A.J. Hendy,1993-04-08,1.0,Maryland
2017,MIA,WR,Rashawn Scott,1992-01-29,1.0,Miami (Fla.)
2017,PIT,LB,Farrington Huguenin,1992-05-08,1.0,Kentucky
2017,PIT,OL,Ruben Carter,,1.0,Toledo
2017,LA,WR,Brandon Shippen,,1.0,Temple
2017,GB,WR,Geronimo Allison,1994-01-18,1.0,Illinois
2017,CLE,LB,James Burgess,1994-03-09,1.0,Louisville
2017,GB,DB,Kentrell Brice,1994-08-11,1.0,Louisiana Tech
2017,GB,QB,Joe Callahan,1993-06-04,1.0,Wesley
2017,GB,LB,Reggie Gilbert,1993-04-01,1.0,Arizona
2017,JAX,TE,David Grinnage,1994-02-04,1.0,North Carolina State
2017,GB,DB,Josh Hawkins,1993-01-23,1.0,East Carolina
2017,NYG,DB,Andrew Adams,1993-08-28,1.0,Connecticut
2017,KC,OL,Josh James,1993-05-09,1.0,Carroll (Mont.)
2017,NYG,DB,Donte' Deayon,1994-01-28,1.0,Boise State
2017,NYJ,DB,Michael Hunter,1993-04-19,1.0,Oklahoma State
2017,MIN,OL,Cedrick Lang,1992-05-12,1.0,Texas-El Paso
2017,DAL,DL,Brian Price,1994-06-24,1.0,Texas-San Antonio
2017,BAL,TE,Ryan Malleck,1993-07-22,1.0,Virginia Tech
2017,GB,DB,Herb Waters,1992-11-10,1.0,Miami (Fla.)
2017,NE,WR,K.J. Maye,,1.0,Minnesota
2017,SEA,DL,Greg Milhouse,,1.0,Campbell
2017,NYG,DL,Romeo Okwara,1995-06-17,1.0,Notre Dame
2017,NYG,WR,Darius Powe,1994-03-15,1.0,California
2017,BAL,QB,Josh Woodrum,1992-11-07,1.0,Liberty
2017,NYG,WR,Roger Lewis,1993-11-27,1.0,Bowling Green State
2017,CHI,TE,Ben Braunecker,1994-02-07,1.0,Harvard
2017,NO,DB,Taveze Calhoun,1992-12-26,1.0,Mississippi State
2017,PHI,LB,Don Cherry,1994-09-27,1.0,Villanova
2017,WAS,OL,John Kling,1993-07-09,1.0,Buffalo
2017,CHI,DL,Roy Robertson-Harris,1993-07-23,1.0,Texas-El Paso
2017,DET,LB,Brandon Chubb,1993-10-21,1.0,Wake Forest
2017,LA,DL,Morgan Fox,1994-09-12,1.0,Colorado State-Pueblo
2017,LA,RB,Aaron Green,1992-10-15,1.0,Texas Christian
2017,NE,LB,Nicholas Grigsby,1992-07-02,1.0,Pittsburgh
2017,CLE,DB,Mike Jordan,1992-10-21,1.0,Missouri Western State
2017,LA,LB,Cory Littleton,1993-11-18,1.0,Washington
2017,LA,WR,Paul McRoberts,1992-11-15,1.0,Southeast Missouri State
2017,SF,OL,Pace Murphy,1994-03-02,1.0,Northwestern State-Louisiana
2017,SEA,LB,Kache Palacio,1994-01-30,1.0,Washington State
2017,BUF,DL,Ian Seau,,1.0,Nevada
2017,LA,WR,Nelson Spruce,1992-12-05,1.0,Colorado
2017,KC,DB,Keith Baxter,1992-06-04,1.0,Marshall
2017,NYJ,WR,Robby Anderson,1993-05-09,1.0,Temple
2017,NYJ,TE,Jason Vander Laan,1992-09-22,1.0,Ferris State
2017,PIT,OL,Kyle Friend,1994-04-03,1.0,Temple
2017,NYJ,WR,Jalin Marshall,1995-07-21,1.0,Ohio State
2017,NYJ,K,Ross Martin,,1.0,Duke
2017,NYJ,DB,Doug Middleton,1993-09-25,1.0,Appalachian State
2017,NYJ,DL,Claude Pelon,1992-11-27,1.0,USC
2017,MIA,OL,Jake Brendel,1992-09-10,1.0,UCLA
2017,CIN,WR,Chris Brown,,1.0,Notre Dame
2017,SEA,DL,Rodney Coe,1993-05-18,1.0,Akron
2017,NYG,WR,Ed Eagan,1993-06-19,1.0,Northwestern State-Louisiana
2017,DET,WR,Andy Jones,1994-06-28,1.0,Jacksonville
2017,CLE,LB,Deon King,1993-07-02,1.0,Norfolk State
2017,NYG,DB,Jeremiah McKinnon,1993-06-29,1.0,Florida International
2017,WAS,OL,Alex Balducci,1994-03-01,1.0,Oregon
2017,DAL,DL,Lenny Jones,,1.0,Nevada
2017,IND,OL,Blake Muir,,1.0,Baylor
2017,SF,OL,Norman Price,1994-08-25,1.0,Southern Mississippi
2017,PHI,WR,Bryce Treggs,1994-04-30,1.0,California
2017,HOU,TE,Stephen Anderson,1993-01-30,1.0,California
2017,HOU,K,Ka'imi Fairbairn,1994-01-29,1.0,UCLA
2017,HOU,DL,Joel Heath,1993-06-18,1.0,Michigan State
2017,KC,WR,Tevin Jones,1992-12-26,1.0,Memphis
2017,HOU,LB,Ufomba Kamalu,1992-11-02,1.0,Miami (Fla.)
2017,BUF,LB,Eric Lee,1994-08-06,1.0,South Florida
2017,CLE,WR,Richard Mullaney,,1.0,Alabama
2017,HOU,LB,Shakeel Rashad,,1.0,North Carolina
2017,HOU,LB,Brennan Scarlett,1993-07-31,1.0,Stanford
2017,DAL,DB,Duke Thomas,1994-05-21,1.0,Texas
2017,IND,OL,Arturo Uzdavinis,,1.0,Tulane
2017,HOU,WR,Wendall Williams,,1.0,Cumberland College
2017,NYJ,RB,Lawrence Thomas,1993-04-16,1.0,Michigan State
2017,TB,RB,Peyton Barber,1994-02-27,1.0,Auburn
2017,TB,TE,Alan Cross,1993-07-02,1.0,Memphis
2017,TB,RB,Russell Hansbrough,1993-11-19,1.0,Missouri
2017,TB,DL,DaVonte Lambert,1994-06-23,1.0,Auburn
2017,LA,LB,Cassanova McKinzy,1992-11-17,1.0,Auburn
2017,IND,LS,Luke Rhodes,1992-12-02,1.0,William &amp; Mary
2017,DET,WR,Dez Stewart,,1.0,Ohio Dominican
2017,TB,DL,Channing Ward,1992-09-17,1.0,Mississippi
2017,TB,DB,Vernon Hargreaves,1995-06-03,1.0,Florida
2017,NO,DL,Sheldon Rankins,1994-04-02,1.0,Louisville
2017,WAS,WR,Josh Doctson,1992-12-03,1.0,Texas Christian
2017,ARI,DL,Robert Nkemdiche,1994-09-19,1.0,Mississippi
2017,TEN,RB,Derrick Henry,1994-01-04,1.0,Alabama
2017,GB,OL,Jason Spriggs,1994-05-17,1.0,Indiana
2017,WAS,DB,Su'a Cravens,1995-07-07,1.0,USC
2017,CHI,OL,Cody Whitehair,1992-07-11,1.0,Kansas State
2017,BAL,DB,Tavon Young,1994-03-14,1.0,Temple
2017,KC,OL,Parker Ehinger,1992-12-30,1.0,Cincinnati
2017,TB,DB,Ryan Smith,1993-09-07,1.0,North Carolina Central
2017,CHI,LB,Nick Kwiatkoski,1993-05-26,1.0,West Virginia
2017,CHI,DB,Deon Bush,1993-08-14,1.0,Miami
2017,KC,WR,Demarcus Robinson,1994-09-21,1.0,Florida
2017,CHI,DB,Deiondre' Hall,1994-05-31,1.0,Northern Iowa
2017,ARI,OL,Evan Boehm,1993-08-19,1.0,Missouri
2017,TEN,WR,Tajae Sharpe,1994-12-23,1.0,Massachusetts
2017,TB,OL,Caleb Benenoch,1994-08-08,1.0,UCLA
2017,CHI,RB,Jordan Howard,1994-11-02,1.0,Indiana
2017,WAS,DL,Matthew Ioannidis,1994-01-11,1.0,Temple
2017,PHI,RB,Wendell Smallwood,1994-01-20,1.0,West Virginia
2017,TEN,DB,LeShaun Sims,1993-09-18,1.0,Southern Utah
2017,CLE,QB,Kevin Hogan,1992-10-20,1.0,Stanford
2017,PHI,OL,Halapoulivaati Vaitai,1993-06-16,1.0,Texas Christian
2017,LA,DB,Marqui Christian,1994-10-27,1.0,Midwestern State
2017,CIN,OL,Cole Toner,1994-03-13,1.0,Harvard
2017,KC,DB,D.J. White,1993-09-09,1.0,Georgia Tech
2017,TB,LB,Devante Bond,1993-07-03,1.0,Oklahoma
2017,CHI,DB,DeAndre Houston-Carson,1993-04-13,1.0,William &amp; Mary
2017,MIA,WR,Jakeem Grant,1992-10-30,1.0,Texas Tech
2017,PHI,QB,Nate Sudfeld,1993-10-07,1.0,Indiana
2017,LA,DB,Blake Countess,1993-08-08,1.0,Auburn
2017,CLE,RB,Danny Vitale,1993-10-26,1.0,Northwestern
2017,CIN,WR,Cody Core,1994-04-17,1.0,Mississippi
2017,KC,LB,Dadi Nicolas,1992-09-29,1.0,Virginia Tech
2017,MIA,DB,Jordan Lucas,1993-08-02,1.0,Penn State
2017,ARI,DB,Harlan Miller,1994-06-20,1.0,Southeastern Louisiana
2017,TEN,LB,Aaron Wallace,1993-07-08,1.0,UCLA
2017,ATL,DL,Jonathan Woodard,1993-09-19,1.0,Central Arkansas
2017,CHI,WR,Daniel Braverman,1993-09-28,1.0,Western Michigan
2017,NYG,LB,Steven Daniels,,1.0,Boston College
2017,PHI,DB,Jalen Mills,1994-04-06,1.0,Louisiana State
2017,NO,RB,Daniel Lasco,1992-10-09,1.0,California
2017,PHI,DL,Alex McCalister,1993-10-17,1.0,Florida
2017,WAS,RB,Keith Marshall,1994-02-16,1.0,Georgia
2017,CIN,DB,Clayton Fejedelem,1993-06-02,1.0,Illinois
2017,PHI,LB,Joe Walker,1992-12-11,1.0,Oregon
2017,TEN,DB,Kalan Reed,1993-12-29,1.0,Southern Mississippi
2017,ARI,RB,Elijhaa Penny,1993-08-17,1.0,Idaho
2017,TB,DB,Vernon Harris,,1.0,Dartmouth
2017,ARI,WR,Chris Hubert,,1.0,Fayetteville State
2017,MIA,WR,Mitch Mathews,,1.0,Brigham Young
2017,KC,LB,Terrance Smith,1993-05-03,1.0,Florida State
2017,TB,OL,Leonard Wester,1993-01-03,1.0,Missouri Western
2017,DET,DB,Rolan Milligan,1994-08-16,1.0,Toledo
2017,DAL,RB,Brandon Brown-Dukes,,1.0,Mercyhurst
2017,PIT,WR,Marcus Tucker,1992-06-24,1.0,Northern Michigan
2017,CIN,K,Jon Brown,1992-12-07,1.0,Louisville
2017,NYJ,DB,Bryson Keeton,1993-02-24,1.0,Montana State
2017,BUF,RB,Cedric O'Neal,,1.0,Valdosta State
2017,DEN,WR,Hunter Sharp,1994-04-25,1.0,Utah State
2017,PHI,WR,Paul Turner,,1.0,Louisiana Tech
2017,CAR,DL,Connor Wujciak,,1.0,Boston College
2017,LA,DB,Kevin Peterson,1994-03-22,1.0,Oklahoma State
2017,MIN,DB,Tre Roberson,1992-10-22,1.0,Illinois State
2017,WAS,LB,Pete Robertson,1992-12-02,1.0,Texas Tech
2017,ATL,DL,Tani Tupou,1992-12-13,1.0,Washington
2017,CLE,DB,C.J. Smith,1993-05-10,1.0,North Dakota State
2017,DEN,LB,Quentin Gause,,1.0,Rutgers
2017,PHI,DL,Destiny Vaeao,1994-01-15,1.0,Washington State
2017,TB,DL,Mehdi Abdesmad,,1.0,Boston College
2017,JAX,TE,Alex Ellis,1993-02-10,1.0,Tennessee
2017,LAC,OL,Tyler Marz,1992-09-09,1.0,Wisconsin
2017,NYG,DL,Ishaq Williams,1993-02-22,1.0,Notre Dame
2017,NYG,K,Aldrick Rosas,1994-12-30,1.0,Southern Oregon
2017,TEN,DL,Antwaun Woods,1993-01-03,1.0,Southern California
2017,NO,OL,Jack Allen,1992-09-24,1.0,Michigan State
2017,KC,OL,Joseph Cheek,1992-12-02,1.0,Texas A&M
2017,NO,DB,Ken Crawley,1993-02-08,1.0,Colorado
2017,NO,OL,Landon Turner,1993-05-15,1.0,North Carolina
2017,NO,WR,Tommylee Lewis,1992-10-24,1.0,Northern Illinois
2017,NO,DL,Mitchell Loewen,1993-02-14,1.0,Arkansas
2017,OAK,DB,Karl Joseph,1993-09-08,1.0,West Virginia
2017,DET,DL,A'Shawn Robinson,1995-03-21,1.0,Alabama
2017,CAR,DB,James Bradberry,1993-08-04,1.0,Samford
2017,CAR,DB,Daryl Worley,1995-02-22,1.0,West Virginia
2017,CIN,LB,Nick Vigil,1993-08-20,1.0,Utah State
2017,OAK,QB,Connor Cook,1993-01-29,1.0,Michigan State
2017,IND,LB,Joshua Perry,1994-04-26,1.0,Ohio State
2017,LAC,LB,Jatavis Brown,1994-02-18,1.0,Akron
2017,LAC,P,Drew Kaser,1993-02-11,1.0,Texas A&amp;M
2017,LAC,RB,Derek Watt,1992-11-07,1.0,Wisconsin
2017,LAC,OL,Donavon Clark,1992-11-12,1.0,Michigan State
2017,OAK,OL,Vadal Alexander,1994-03-23,1.0,LSU
2017,GB,TE,Beau Sandland,,1.0,Montana State
2017,LAC,QB,Mike Bercovici,1993-02-09,1.0,Arizona State
2017,LAC,RB,Kenneth Farrow,1993-03-07,1.0,Houston
2017,LAC,DL,Chris Landrum,1992-09-14,1.0,Jacksonville State
2017,BUF,DB,Adrian McDonald,,1.0,Houston
2017,PHI,OL,Dillon Gordon,1993-09-02,1.0,LSU
2017,LAC,OL,Spencer Pulley,1993-04-04,1.0,Vanderbilt
2017,KC,DB,Larry Scott,,1.0,Oregon State
2017,LAC,TE,Matt Weiser,,1.0,Buffalo
2017,PHI,WR,Dom Williams,1992-12-11,1.0,Washington State
2017,LAC,DB,Trevor Williams,1993-09-15,1.0,Penn State
2017,MIN,RB,C.J. Ham,1993-07-22,1.0,"Augustana, S.D."
2017,MIA,OL,Zach Sterup,1992-05-14,1.0,Nebraska
2017,GB,DB,Marwin Evans,1993-04-10,1.0,Utah State
2017,ARI,LB,Ryan Langford,,1.0,New Mexico
2017,OAK,WR,K.J. Brent,1993-08-06,1.0,Wake Forest
2017,DAL,OL,Ross Burbank,,1.0,Virginia
2017,OAK,DL,James Cowser,1990-09-13,1.0,Southern Utah
2017,OAK,OL,Oni Omoile,1993-06-24,1.0,Iowa State
2017,TEN,DB,Kenneth Durden,1992-05-16,1.0,Youngstown State
2017,OAK,TE,Ryan O'Malley,1993-07-24,1.0,Pennsylvania
2017,OAK,DB,Antonio Hamilton,1993-01-24,1.0,South Carolina State
2017,BAL,DB,Tony McRae,1993-03-05,1.0,North Carolina A&amp;T
2017,OAK,WR,Johnny Holton,1991-08-22,1.0,Cincinnati
2017,CAR,DL,Drew Iddings,1993-03-16,1.0,South Dakota
2017,NO,WR,Max McCaffrey,1994-05-17,1.0,Duke
2017,OAK,DL,Darius Latham,1994-11-09,1.0,Indiana
